seed,alpha,split,method,assumed_mu,assumed_normal_ceiling_N,certification_coverage,true_constraint_valid_fraction,false_certificate_per_frame,violation_given_certification,valid_certificates_per_frame,trajectory_any_false_certificate,certified_frames,frames
17,0.2,test_batch6,point,0.5,1.0,0.8028863076381556,0.7580077437521999,0.06027807110172474,0.07507672073651907,0.7426082365364308,0.5947712418300654,9124,11364
17,0.2,test_batch6,point,0.5,2.0,0.8030623020063358,0.7580077437521999,0.06045406546990496,0.07527942143326759,0.7426082365364308,0.5947712418300654,9126,11364
17,0.2,test_batch6,point,0.5,3.0,0.8030623020063358,0.7580077437521999,0.06045406546990496,0.07527942143326759,0.7426082365364308,0.5947712418300654,9126,11364
17,0.2,test_batch6,point,0.8,0.5,0.6651707145371348,0.5875571981696586,0.0966209081309398,0.14525730916787935,0.568549806406195,0.6928104575163399,7559,11364
17,0.2,test_batch6,point,0.8,1.0,0.9083949313621964,0.7864308342133052,0.1275079197465681,0.14036617262423715,0.7808870116156283,0.8954248366013072,10323,11364
17,0.2,test_batch6,point,0.8,2.0,0.9093629003871876,0.7864308342133052,0.1284758887715593,0.14128120766402166,0.7808870116156283,0.8954248366013072,10334,11364
17,0.2,test_batch6,point,0.8,3.0,0.9093629003871876,0.7864308342133052,0.1284758887715593,0.14128120766402166,0.7808870116156283,0.8954248366013072,10334,11364
17,0.2,test_flat,point,0.3,0.5,0.0,0.33001149865848983,0.0,,0.0,0.0,0,13045
17,0.2,test_flat,point,0.3,1.0,0.007129168263702568,0.5921809122269068,0.007129168263702568,1.0,0.0,0.0436241610738255,93,13045
17,0.2,test_flat,point,0.3,2.0,0.007129168263702568,0.5921809122269068,0.007129168263702568,1.0,0.0,0.0436241610738255,93,13045
17,0.2,test_flat,point,0.3,3.0,0.007129168263702568,0.5921809122269068,0.007129168263702568,1.0,0.0,0.0436241610738255,93,13045
17,0.2,test_flat,point,0.5,0.5,0.0,0.34495975469528556,0.0,,0.0,0.0,0,13045
17,0.2,test_flat,point,0.5,1.0,0.028516673054810274,0.6211575316213108,0.018397853583748562,0.6451612903225806,0.01011881947106171,0.09395973154362416,372,13045
17,0.2,test_flat,point,0.5,2.0,0.02866998850134151,0.6211575316213108,0.018551169030279802,0.6470588235294118,0.01011881947106171,0.09395973154362416,374,13045
17,0.2,test_flat,point,0.5,3.0,0.02866998850134151,0.6211575316213108,0.018551169030279802,0.6470588235294118,0.01011881947106171,0.09395973154362416,374,13045
